id;version;code;label
00000000-0000-0000-0000-000000000001;1;FRK_BALANCE;Bilans
00000000-0000-0000-0000-000000000002;1;FRK_TEST;Essais
00000000-0000-0000-0000-000000000003;1;FRK_CUT;Coupes
